source,year,title,authors,keywords,index,pdf_path,awards,theoretical,implementation_url,public_datasets,total_datasets,Implementation,Data,Configuration,Experimental Procedure,Expertise
JAIR,2023,On the Complexity of Finding Set Repairs for Data-Graphs,"Sergio Abriola, María Vanina Martínez, Nina Pardal, Santiago Cifuentes, Edwin Pin Baque",Keywords:,13994,JAIR/2023/Proceedings/13994 - On the Complexity of Finding Set Repairs for Data-Graphs.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,Generating Random SAT Instances: Multiple Solutions could be Predefined and Deeply Hidden,"Dongdong Zhao, Lei Liao, Wenjian Luo, Jianwen Xiang, Hao Jiang, Xiaoyi Hu",Keywords:,13909,JAIR/2023/Proceedings/13909 - Generating Random SAT Instances: Multiple Solutions could be Predefined and Deeply Hidden.pdf,,False,False,1,1,10,6,3,1,7
JAIR,2023,Exploiting Action Impact Regularity and Exogenous State Variables for Offline Reinforcement Learning,"Vincent Liu, James R. Wright, Martha White",Keywords:,14580,JAIR/2023/Proceedings/14580 - Exploiting Action Impact Regularity and Exogenous State Variables for Offline Reinforcement Learning.pdf,,False,False,3,3,10,3,9,1,8
JAIR,2023,FactGen: Faithful Text Generation by Factuality-aware Pre-training and Contrastive Ranking Fine-tuning,"ZhiBin Lan, Wei Li, Jinsong Su, Xinyan Xiao, Jiachen Liu, Wenhao Wu, Yajuan Lyu",Keywords:,14267,JAIR/2023/Proceedings/14267 - FactGen: Faithful Text Generation by Factuality-aware Pre-training and Contrastive Ranking Fine-tuning.pdf,,False,False,5,5,8,4,3,2,6
JAIR,2023,Optimal and Efficient Auctions for the Gradual Procurement of Strategic Service Provider Agents,"Farzaneh Farhadi, Maria Chli, Nicholas R. Jennings",Keywords:,14126,JAIR/2023/Proceedings/14126 - Optimal and Efficient Auctions for the Gradual Procurement of Strategic Service Provider Agents.pdf,,False,False,4,4,10,7,1,3,6
JAIR,2023,"A General Model for Aggregating Annotations Across Simple, Complex, and Multi-Object Annotation Tasks","Alexander Braylan, Madalyn Marabella, Omar Alonso, Matthew Lease",Keywords:,14388,"JAIR/2023/Proceedings/14388 - A General Model for Aggregating Annotations Across Simple, Complex, and Multi-Object Annotation Tasks.pdf",,False,True,12,12,3,2,1,1,4
JAIR,2023,Deciding FO-rewritability of Regular Languages and Ontology-Mediated Queries in Linear Temporal Logic,"Agi Kurucz, Vladislav Ryzhikov, Yury Savateev, Michael Zakharyaschev",Keywords:,14061,JAIR/2023/Proceedings/14061 - Deciding FO-rewritability of Regular Languages and Ontology-Mediated Queries in Linear Temporal Logic.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,Improving Resource Allocations by Sharing in Pairs,"Robert Bredereck, Andrzej Kaczmarczyk, Junjie Luo, Rolf Niedermeier, Florian Sachse",Keywords:,15001,JAIR/2023/Proceedings/15001 - Improving Resource Allocations by Sharing in Pairs.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,Dynamic Controllability of Temporal Plans in Uncertain and Partially Observable Environments,"Arthur Bit-Monnot, Paul Morris",Keywords:,13065,JAIR/2023/Proceedings/13065 - Dynamic Controllability of Temporal Plans in Uncertain and Partially Observable Environments.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,Fairness in Forecasting of Observations of Linear Dynamical Systems,"Quan Zhou, Jakub Mareček, Robert Shorten",Keywords:,14050,JAIR/2023/Proceedings/14050 - Fairness in Forecasting of Observations of Linear Dynamical Systems.pdf,,False,True,1,1,2,2,3,1,4
JAIR,2023,Your College Dorm and Dormmates: Fair Resource Sharing with Externalities,"Jiarui Gan, Bo Li, Yingkai Li",Keywords:,14863,JAIR/2023/Proceedings/14863 - Your College Dorm and Dormmates: Fair Resource Sharing with Externalities.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2023,"Computational Modelling of Quantifier Use: Corpus, Models, and Evaluation","Guanyi Chen, Kees van Deemter",Keywords:,13899,"JAIR/2023/Proceedings/13899 - Computational Modelling of Quantifier Use: Corpus, Models, and Evaluation.pdf",,False,True,1,1,2,1,1,1,3
JAIR,2023,Stackelberg Security Games with Contagious Attacks on a Network: Reallocation to the Rescue,"Rufan Bai, Haoxing Lin, Xinyu Yang, Xiaowei  Wu, Minming Li, Weijia Jia",Keywords:,14563,JAIR/2023/Proceedings/14563 - Stackelberg Security Games with Contagious Attacks on a Network: Reallocation to the Rescue.pdf,,False,False,8,8,9,3,9,1,8
JAIR,2023,Measuring Fairness Under Unawareness of Sensitive Attributes: A Quantification-Based Approach,"Alessandro Fabris, Andrea Esuli, Alejandro Moreo, Fabrizio Sebastiani",Keywords:,14033,JAIR/2023/Proceedings/14033 - Measuring Fairness Under Unawareness of Sensitive Attributes: A Quantification-Based Approach.pdf,,False,True,3,3,3,1,1,3,5
JAIR,2023,SAlign: A Graph Neural Attention Framework for Aligning Structurally Heterogeneous Networks,"Shruti Saxena, Joydeep Chandra",Keywords:,14427,JAIR/2023/Proceedings/14427 - SAlign: A Graph Neural Attention Framework for Aligning Structurally Heterogeneous Networks.pdf,,False,True,3,3,9,2,4,4,5
JAIR,2023,Classes of Hard Formulas for QBF Resolution,"Agnes Schleitzer, Olaf Beyersdorff",Keywords:,14710,JAIR/2023/Proceedings/14710 - Classes of Hard Formulas for QBF Resolution.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,A Logic of East and West,"Heshan Du, Natasha Alechina, Amin Farjudian, Brian Logan, Can Zhou, Anthony G. Cohn",Keywords:,14113,JAIR/2023/Proceedings/14113 - A Logic of East and West.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,Qualitative Reasoning about 2D Cardinal Directions using Answer Set Programming,"Yusuf Izmirlioglu, Esra Erdem",Keywords:,14345,JAIR/2023/Proceedings/14345 - Qualitative Reasoning about 2D Cardinal Directions using Answer Set Programming.pdf,,False,True,2,2,2,7,1,1,5
JAIR,2023,Hierarchical Decompositions and Termination Analysis for Generalized Planning,Siddharth Srivastava,Keywords:,14185,JAIR/2023/Proceedings/14185 - Hierarchical Decompositions and Termination Analysis for Generalized Planning.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,Scalable Neural-Probabilistic Answer Set Programming,"Arseny Skryagin, Daniel Ochs, Devendra Singh Dhami, Kristian Kersting",Keywords:,15027,JAIR/2023/Proceedings/15027 - Scalable Neural-Probabilistic Answer Set Programming.pdf,,False,True,6,6,1,3,3,3,6
JAIR,2023,Collective Belief Revision,Theofanis I. Aravanis,Keywords:,15745,JAIR/2023/Proceedings/15745 - Collective Belief Revision.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2023,Object-agnostic Affordance Categorization via Unsupervised Learning of Graph Embeddings,"Alexia Toumpa, Anthony G. Cohn",Keywords:,13253,JAIR/2023/Proceedings/13253 - Object-agnostic Affordance Categorization via Unsupervised Learning of Graph Embeddings.pdf,,False,False,2,3,10,5,3,6,7
JAIR,2023,Contract Scheduling with Predictions,"Spyros Angelopoulos, Shahin Kamali",Keywords:,14117,JAIR/2023/Proceedings/14117 - Contract Scheduling with Predictions.pdf,,False,True,1,1,1,1,4,1,6
JAIR,2023,Complexity of Computing the Shapley Value in Partition Function Form Games,Oskar Skibski,Keywords:,14648,JAIR/2023/Proceedings/14648 - Complexity of Computing the Shapley Value in Partition Function Form Games.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2023,Optimality Guarantees for Particle Belief Approximation of POMDPs,"Michael H. Lim, Tyler J. Becker, Mykel J. Kochenderfer, Claire J. Tomlin, Zachary N. Sunberg",Keywords:,14525,JAIR/2023/Proceedings/14525 - Optimality Guarantees for Particle Belief Approximation of POMDPs.pdf,,False,True,4,4,3,1,3,1,5
JAIR,2023,FlexiBERT: Are Current Transformer Architectures too Homogeneous and Rigid?,"Shikhar Tuli, Bhishma Dedhia, Shreshth Tuli, Niraj K. Jha",Keywords:,13942,JAIR/2023/Proceedings/13942 - FlexiBERT: Are Current Transformer Architectures too Homogeneous and Rigid?.pdf,,False,True,1,1,2,3,1,3,5
JAIR,2023,Liability Regimes in the Age of AI: a Use-Case Driven Analysis of the Burden of Proof,"David Fernández Llorca, Vicky Charisi, Ronan Hamon, Ignacio Sánchez, Emilia Gómez",Keywords:,14565,JAIR/2023/Proceedings/14565 - Liability Regimes in the Age of AI: a Use-Case Driven Analysis of the Burden of Proof.pdf,,True,False,0,0,1,1,1,1,3
JAIR,2023,Fair and Efficient Allocation of Scarce Resources Based on Predicted Outcomes: Implications for Homeless Service Delivery,"Amanda R. Kube, Sanmay Das, Patrick J. Fowler",Keywords:,12847,JAIR/2023/Proceedings/12847 - Fair and Efficient Allocation of Scarce Resources Based on Predicted Outcomes: Implications for Homeless Service Delivery.pdf,,False,False,1,1,8,1,2,4,6
JAIR,2023,Exploiting Functional Constraints in Automatic Dominance Breaking for Constraint Optimization,"Jimmy H.M. Lee, Allen Z. Zhong",Keywords:,14714,JAIR/2023/Proceedings/14714 - Exploiting Functional Constraints in Automatic Dominance Breaking for Constraint Optimization.pdf,,False,True,6,6,2,3,1,1,4
JAIR,2023,Your Prompt is My Command: On Assessing the Human-Centred Generality of Multimodal Models,"Wout Schellaert, Fernando Martínez-Plumed, Karina Vold, John Burden, Pablo A. M. Casares, Bao Sheng Loe, Roi Reichart, Sean Ó hÉigeartaigh, Anna Korhonen, José Hernández-Orallo",Keywords:,14157,JAIR/2023/Proceedings/14157 - Your Prompt is My Command: On Assessing the Human-Centred Generality of Multimodal Models.pdf,,True,False,0,0,1,1,1,1,4
JAIR,2023,Maximisation of Admissible Multi-Objective Heuristics,"Patrik Haslum, Ryan Xiao Wang",Keywords:,14861,JAIR/2023/Proceedings/14861 - Maximisation of Admissible Multi-Objective Heuristics.pdf,,False,False,1,1,10,4,1,2,5
JAIR,2023,Program Synthesis with Best-First Bottom-Up Search,"Saqib Ameen, Levi H.S. Lelis",Keywords:,14394,JAIR/2023/Proceedings/14394 - Program Synthesis with Best-First Bottom-Up Search.pdf,,False,False,3,3,10,3,8,1,5
JAIR,2023,Certified Dominance and Symmetry Breaking for Combinatorial Optimisation,"Bart Bogaerts, Stephan Gocht, Ciaran McCreesh, Jakob Nordström",Keywords:,14296,JAIR/2023/Proceedings/14296 - Certified Dominance and Symmetry Breaking for Combinatorial Optimisation.pdf,,False,True,1,1,2,2,1,1,4
JAIR,2023,Negative Human Rights as a Basis for Long-term AI Safety and Regulation,"Ondrej Bajgar, Jan Horenovsky",Keywords:,14020,JAIR/2023/Proceedings/14020 - Negative Human Rights as a Basis for Long-term AI Safety and Regulation.pdf,,True,False,0,0,1,1,1,1,4
JAIR,2023,Select and Augment: Enhanced Dense Retrieval Knowledge Graph Augmentation,"Micheal Abaho, Yousef H. Alfaifi",Keywords:,14365,JAIR/2023/Proceedings/14365 - Select and Augment: Enhanced Dense Retrieval Knowledge Graph Augmentation.pdf,,False,False,2,2,10,3,4,1,6
JAIR,2023,On Fair Division under Heterogeneous Matroid Constraints,"Amitay Dror, Michal Feldman, Erel Segal-Halevi",Keywords:,13779,JAIR/2023/Proceedings/13779 - On Fair Division under Heterogeneous Matroid Constraints.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2023,"Favoring Eagerness for Remaining Items: Designing Efficient, Fair, and Strategyproof Mechanisms","Xiaoxi Guo, Sujoy Sikdar, Lirong Xia, Yongzhi Cao, Hanpin Wang",Keywords:,13878,"JAIR/2023/Proceedings/13878 - Favoring Eagerness for Remaining Items: Designing Efficient, Fair, and Strategyproof Mechanisms.pdf",,True,False,0,0,1,1,1,1,10
JAIR,2023,Equivalence in Argumentation Frameworks with a Claim-centric View: Classical Results with Novel Ingredients,"Ringo Baumann, Anna Rapberger, Markus Ulbricht",Keywords:,14625,JAIR/2023/Proceedings/14625 - Equivalence in Argumentation Frameworks with a Claim-centric View: Classical Results with Novel Ingredients.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,Semiring Reasoning Frameworks in AI and Their Computational Complexity,"Thomas Eiter, Rafael Kiesel",Keywords:,13970,JAIR/2023/Proceedings/13970 - Semiring Reasoning Frameworks in AI and Their Computational Complexity.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,The Jiminy Advisor: Moral Agreements among Stakeholders Based on Norms and Argumentation,"Beishui Liao, Pere Pardo, Marija Slavkovik, Leendert van der Torre",Keywords:,14368,JAIR/2023/Proceedings/14368 - The Jiminy Advisor: Moral Agreements among Stakeholders Based on Norms and Argumentation.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2023,Coopetition Against an Amazon,"Ronen Gradwohl, Moshe Tennenholtz",Keywords:,14074,JAIR/2023/Proceedings/14074 - Coopetition Against an Amazon.pdf,,True,False,0,0,1,1,1,1,8
JAIR,2023,Characterizing Tseitin-Formulas with Short Regular Resolution Refutations,"Alexis de Colnet, Stefan Mengel",Keywords:,13521,JAIR/2023/Proceedings/13521 - Characterizing Tseitin-Formulas with Short Regular Resolution Refutations.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2023,Actor Prioritized Experience Replay,"Baturay Saglam, Furkan B. Mutlu, Dogan C. Cicek, Suleyman S. Kozat",Keywords:,14819,JAIR/2023/Proceedings/14819 - Actor Prioritized Experience Replay.pdf,,False,True,4,4,1,3,3,1,4
JAIR,2023,Graphmax for Text Generation,"Bin Liu, Guosheng Yin",Keywords:,15280,JAIR/2023/Proceedings/15280 - Graphmax for Text Generation.pdf,,False,False,4,4,9,4,3,2,6
JAIR,2023,A Markov Framework for Learning and Reasoning About Strategies in Professional Soccer,"Maaike Van Roy, Pieter Robberechts, Wen-Chi Yang, Luc De Raedt, Jesse Davis",Keywords:,13934,JAIR/2023/Proceedings/13934 - A Markov Framework for Learning and Reasoning About Strategies in Professional Soccer.pdf,,False,False,3,3,6,2,2,1,4
JAIR,2023,On Dynamics in Structured Argumentation Formalisms,"Anna Rapberger, Markus Ulbricht",Keywords:,14481,JAIR/2023/Proceedings/14481 - On Dynamics in Structured Argumentation Formalisms.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2024,An Algorithm with Improved Complexity for Pebble Motion Multi-Agent Path Finding on Trees,"Stefano Ardizzoni, Irene Saccani, Luca Consolini, Marco Locatelli, Bernhard Nebel",Keywords:,15249,JAIR/2024/Proceedings/15249 - An Algorithm with Improved Complexity for Pebble Motion Multi-Agent Path Finding on Trees.pdf,,False,True,1,1,4,2,1,1,4
JAIR,2024,Similarity-Based Adaptation for Task-Aware and Task-Free Continual Learning,Tameem Adel,Keywords:,15693,JAIR/2024/Proceedings/15693 - Similarity-Based Adaptation for Task-Aware and Task-Free Continual Learning.pdf,,False,False,6,6,10,3,7,3,7
JAIR,2024,The Complexity of Subelection Isomorphism Problems,"Piotr Faliszewski, Krzysztof Sornat, Stanisław Szufa",Keywords:,15550,JAIR/2024/Proceedings/15550 - The Complexity of Subelection Isomorphism Problems.pdf,,False,True,18,18,6,3,1,1,5
JAIR,2024,On the Convergence of Swap Dynamics to Pareto-Optimal Matchings,"Felix Brandt, Anaëlle Wilczynski",Keywords:,15305,JAIR/2024/Proceedings/15305 - On the Convergence of Swap Dynamics to Pareto-Optimal Matchings.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2024,Understanding What Affects the Generalization Gap in Visual Reinforcement Learning: Theory and Empirical Evidence,"Jiafei Lyu, Le Wan, Xiu Li, Zongqing Lu",Keywords:,16422,JAIR/2024/Proceedings/16422 - Understanding What Affects the Generalization Gap in Visual Reinforcement Learning: Theory and Empirical Evidence.pdf,,False,True,1,1,1,3,1,1,9
JAIR,2024,Collision Avoiding Max-Sum for Mobile Sensor Teams,"Arseniy Pertzovsky, Roie Zivan, Noa Agmon",Keywords:,15748,JAIR/2024/Proceedings/15748 - Collision Avoiding Max-Sum for Mobile Sensor Teams.pdf,,False,True,1,1,3,1,3,2,4
JAIR,2024,Performative Ethics From Within the Ivory Tower: How CS Practitioners Uphold Systems of Oppression,"Zari McFadden, Lauren Alvarez",Keywords:,15423,JAIR/2024/Proceedings/15423 - Performative Ethics From Within the Ivory Tower: How CS Practitioners Uphold Systems of Oppression.pdf,,True,False,0,0,1,1,1,1,3
JAIR,2024,The Human in Interactive Machine Learning: Analysis and Perspectives for Ambient Intelligence,"Kevin Delcourt, Sylvie Trouilhet, Jean-Paul Arcangeli, Françoise Adreit",Keywords:,15665,JAIR/2024/Proceedings/15665 - The Human in Interactive Machine Learning: Analysis and Perspectives for Ambient Intelligence.pdf,,True,False,0,0,1,1,1,1,4
JAIR,2024,The Goal after Tomorrow: Offline Goal Reasoning with Norms,"Pere Pardo, Christian Strasser",Keywords:,15566,JAIR/2024/Proceedings/15566 - The Goal after Tomorrow: Offline Goal Reasoning with Norms.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2024,"Effectiveness of Tree-based Ensembles for Anomaly Discovery: Insights, Batch and Streaming Active Learning","Shubhomoy Das, Md Rakibul Islam, Nitthilan Kannappan Jayakodi, Janardhan Rao Doppa",Keywords:,14741,"JAIR/2024/Proceedings/14741 - Effectiveness of Tree-based Ensembles for Anomaly Discovery: Insights, Batch and Streaming Active Learning.pdf",,False,True,10,10,2,2,4,1,4
JAIR,2024,Efficient and Fair Healthcare Rationing,"Haris Aziz, Florian Brandl",Keywords:,15024,JAIR/2024/Proceedings/15024 - Efficient and Fair Healthcare Rationing.pdf,,True,False,0,0,1,1,1,1,8
JAIR,2024,Axiomatization of Non-Recursive Aggregates in First-Order Answer Set Programming,"Jorge Fandinno, Zachary Hansen, Yuliya Lierler",Keywords:,15786,JAIR/2024/Proceedings/15786 - Axiomatization of Non-Recursive Aggregates in First-Order Answer Set Programming.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2024,Cross-domain Constituency Parsing by Leveraging Heterogeneous Data,"Peiming Guo, Meishan Zhang, Yulong Chen, Jianling Li, Min Zhang, Yue Zhang",Keywords:,15736,JAIR/2024/Proceedings/15736 - Cross-domain Constituency Parsing by Leveraging Heterogeneous Data.pdf,,False,True,11,11,9,4,4,1,5
JAIR,2024,Cultural Bias in Explainable AI Research: A Systematic Analysis,"Uwe Peters, Mary Carman",Keywords:,14888,JAIR/2024/Proceedings/14888 - Cultural Bias in Explainable AI Research: A Systematic Analysis.pdf,,False,False,1,1,1,2,1,1,3
JAIR,2024,conDENSE: Conditional Density Estimation for Time Series Anomaly Detection,"Alex Moore, Davide Morelli",Keywords:,14849,JAIR/2024/Proceedings/14849 - conDENSE: Conditional Density Estimation for Time Series Anomaly Detection.pdf,,False,False,5,5,7,3,3,3,5
JAIR,2024,Expected 1.x Makespan-Optimal Multi-Agent Path Finding on Grid Graphs in Low Polynomial Time,"Teng Guo, Jingjin Yu",Keywords:,16299,JAIR/2024/Proceedings/16299 - Expected 1.x Makespan-Optimal Multi-Agent Path Finding on Grid Graphs in Low Polynomial Time.pdf,,False,False,1,1,9,6,1,1,7
